,subscribers,youtuber,video_views,channel_category,channel_uploads,country,lowest_yearly_earnings,highest_yearly_earnings,created_year,tertiary_education_enrollment,population,unemployment_rate,channel_type,Latitude,Longitude,region
868,13300000,VexTrex,7923901253.0,Entertainment,2411,Ukraine,0.0,0.0,2014,82.7,44385155.0,8.88,Entertainment,48.379433,31.16558,Europe
869,13300000,penguinz0,7773543609.0,Gaming & Sports,4613,United States,566800.0,9100000.0,2007,88.2,328239523.0,14.7,Entertainment,37.09024,-95.712891,N.America
870,13300000,Just For Laughs Gags,7406628736.0,Lifestyle,6916,United States,52400.0,838500.0,2007,88.2,328239523.0,14.7,Comedy,37.09024,-95.712891,N.America
871,13300000,Kabita's Kitchen,2831275503.0,Education,1489,India,129400.0,2100000.0,2014,28.1,1366417754.0,5.36,Howto,20.593684,78.96288,Asia
872,13300000,BanderitaX,4129249415.0,Gaming & Sports,1640,Saudi Arabia,212100.0,3400000.0,2013,68.0,34268528.0,5.93,Games,23.885942,45.079162,Asia
873,13300000,AzzyLand,6412313570.0,Gaming & Sports,1749,Canada,16200.0,258600.0,2015,68.9,36991981.0,5.56,Entertainment,56.130366,-106.346771,N.America
874,13200000,HUBAï¿½ï¿½,9884886099.0,Entertainment,538,United States,958900.0,15300000.0,2021,88.2,328239523.0,14.7,Entertainment,37.09024,-95.712891,N.America
875,13200000,BIBO ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,1148422000.0,Entertainment,192,Russia,26300.0,420900.0,2019,81.9,144373535.0,4.59,Entertainment,61.52401,105.318756,Europe
876,13200000,Brawl Stars,2036408398.0,Gaming & Sports,172,Finland,61100.0,977700.0,2017,88.2,5520314.0,6.59,Games,61.92411,25.748151,Europe
878,13200000,Sonotek Bhakti,3789736218.0,Entertainment,8019,India,76000.0,1200000.0,2010,28.1,1366417754.0,5.36,Music,20.593684,78.96288,Asia
880,13200000,MC Divertida,5224764969.0,Entertainment,413,Brazil,193600.0,3100000.0,2018,51.3,212559417.0,12.08,Entertainment,-14.235004,-51.92528,S.America
881,13200000,The Infographics Show,5263540904.0,Education,4279,United States,155500.0,2500000.0,2011,88.2,328239523.0,14.7,Education,37.09024,-95.712891,N.America
882,13200000,jbalvinVEVO,20743586601.0,Music,237,Colombia,258800.0,4100000.0,2010,55.3,50339443.0,9.71,Music,4.570868,-74.297333,S.America
883,13200000,ýýýýýýTwinsFromRussia,9378175604.0,Lifestyle,6888,United States,358200.0,5700000.0,2011,88.2,328239523.0,14.7,People,37.09024,-95.712891,N.America
884,13200000,Technology Gyan,1138262456.0,Education,1022,India,55600.0,888900.0,2015,28.1,1366417754.0,5.36,Tech,20.593684,78.96288,Asia
885,13200000,CookingShooking Hindi,1758603195.0,Lifestyle,393,India,34500.0,551500.0,2017,28.1,1366417754.0,5.36,Howto,20.593684,78.96288,Asia
886,13100000,Ryan Trahan,2182651464.0,Entertainment,33,United States,0.74,12.0,2022,88.2,328239523.0,14.7,People,37.09024,-95.712891,N.America
887,13100000,Alex Gonzaga Official,1401914513.0,Lifestyle,287,Philippines,32500.0,520700.0,2017,35.5,108116615.0,2.15,People,12.879721,121.774017,Asia
890,13100000,Lokdhun Punjabi,4712624489.0,Music,1262,India,103300.0,1700000.0,2010,28.1,1366417754.0,5.36,Music,20.593684,78.96288,Asia
892,13100000,Painzeiro,2555801802.0,Lifestyle,1077,Brazil,132000.0,2100000.0,2015,51.3,212559417.0,12.08,People,-14.235004,-51.92528,S.America
893,13100000,Peppa Pig em Portuguï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,4214172991.0,Media,1365,Brazil,82000.0,1300000.0,2014,51.3,212559417.0,12.08,Film,-14.235004,-51.92528,S.America
894,13100000,ýýýýýýýýýýýýýýý Ms Yeah,4399833602.0,Lifestyle,435,United States,182000.0,2900000.0,2017,88.2,328239523.0,14.7,Howto,37.09024,-95.712891,N.America
895,13100000,Hungria Hip Hop,4608751851.0,Music,73,Brazil,144700.0,2300000.0,2013,51.3,212559417.0,12.08,Music,-14.235004,-51.92528,S.America
896,13100000,RaptorGamer,2879263916.0,Lifestyle,1444,Ecuador,188700.0,3000000.0,2016,44.9,17373662.0,3.97,Games,-1.831239,-78.183406,S.America
897,13100000,RedeTV,5333569294.0,Entertainment,36760,Brazil,52800.0,844200.0,2011,51.3,212559417.0,12.08,Entertainment,-14.235004,-51.92528,S.America
898,13100000,twenty one pilots,5264039679.0,Music,194,United States,152800.0,2400000.0,2009,88.2,328239523.0,14.7,Music,37.09024,-95.712891,N.America
900,13000000,Davie504,2683297849.0,Entertainment,838,Italy,89600.0,1400000.0,2011,61.9,60297396.0,9.89,Entertainment,41.87194,12.56738,Europe
901,13000000,Everson Zoio,1024467771.0,Lifestyle,625,Brazil,9200.0,146500.0,2009,51.3,212559417.0,12.08,Entertainment,-14.235004,-51.92528,S.America
902,13000000,Calon Sarjana,10664585.0,Entertainment,29,Indonesia,0.0,0.0,2016,36.3,270203917.0,4.69,Entertainment,-0.789275,113.921327,Asia
903,13000000,Lofi Girl,1698279553.0,Music,409,France,91400.0,1500000.0,2015,65.6,67059887.0,8.43,Music,46.227638,2.213749,Europe
905,13000000,GH'S,8739174649.0,Gaming & Sports,510,South Korea,3200000.0,51900000.0,2020,94.3,51709098.0,4.15,Games,35.907757,127.766922,Asia
906,13000000,JesseAndMike,9999238237.0,Entertainment,716,United States,123300.0,2000000.0,2007,88.2,328239523.0,14.7,Entertainment,37.09024,-95.712891,N.America
908,13000000,Susy Mouriz,6270909026.0,Entertainment,1299,Mexico,1100000.0,17700000.0,2017,40.2,126014024.0,3.42,Entertainment,23.634501,-102.552784,N.America
909,13000000,7 Minutoz,4349562794.0,Music,521,Brazil,88600.0,1400000.0,2012,51.3,212559417.0,12.08,Music,-14.235004,-51.92528,S.America
910,13000000,The LaBrant Fam,4637474071.0,Lifestyle,612,United States,0.0,0.0,2012,88.2,328239523.0,14.7,People,37.09024,-95.712891,N.America
911,12900000,Pastor Antï¿½ï¿½ï¿½ï¿½ï,2112274210.0,Lifestyle,4712,Brazil,95400.0,1500000.0,2013,51.3,212559417.0,12.08,People,-14.235004,-51.92528,S.America
912,12900000,Matheus Yurley,140022442.0,Entertainment,69,Brazil,443.0,7100.0,2015,51.3,212559417.0,12.08,Entertainment,-14.235004,-51.92528,S.America
913,12900000,gymvirtual,2509752944.0,Gaming & Sports,1572,Spain,36000.0,575700.0,2010,88.9,47076781.0,13.96,Sports,40.463667,-3.74922,Europe
914,12900000,BIBOï¿½ï¿½ï¿½ï¿½ï,3178222797.0,Entertainment,193,South Korea,12000.0,192100.0,2016,94.3,51709098.0,4.15,Entertainment,35.907757,127.766922,Asia
915,12900000,Top Viral Talent,3643698504.0,Entertainment,1598,United States,88100.0,1400000.0,2014,88.2,328239523.0,14.7,Entertainment,37.09024,-95.712891,N.America
916,12900000,Akon,6300933122.0,Music,39,United States,273700.0,4400000.0,2005,88.2,328239523.0,14.7,Music,37.09024,-95.712891,N.America
917,12900000,AlArabiya ï¿½ï¿½ï¿½ï¿½ï¿,7520379951.0,Lifestyle,169304,United Arab Emirates,240700.0,3900000.0,2006,36.8,9770529.0,2.35,News,23.424076,53.847818,Asia
919,12900000,EnriqueIglesiasVEVO,15446707595.0,Music,137,United States,227300.0,3600000.0,2009,88.2,328239523.0,14.7,Music,37.09024,-95.712891,N.America
920,12900000,ýýýýýýýý ýýýý ýýýýýýýýýýýýýý,5585085130.0,Media,1255,Ukraine,213400.0,3400000.0,2014,82.7,44385155.0,8.88,Entertainment,48.379433,31.16558,Europe
921,12900000,The Shiny Peanut,2848466522.0,Education,2337,Indonesia,2500.0,40200.0,2016,36.3,270203917.0,4.69,Entertainment,-0.789275,113.921327,Asia
922,12800000,Talking Angela,3632438963.0,Entertainment,233,United Kingdom,83900.0,1300000.0,2014,60.0,66834405.0,3.85,Film,55.378051,-3.435973,Europe
923,12800000,Melon City Show - ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,5863456698.0,Lifestyle,1727,Iraq,106000.0,1700000.0,2016,16.2,39309783.0,12.82,Comedy,33.223191,43.679291,Asia
924,12800000,Duo Tiempo De Sol,6662288136.0,Music,323,Spain,162000.0,2600000.0,2013,88.9,47076781.0,13.96,Education,40.463667,-3.74922,Europe
926,12800000,MrSuicideSheep,6970899521.0,Entertainment,3483,Canada,54400.0,869600.0,2010,68.9,36991981.0,5.56,Entertainment,56.130366,-106.346771,N.America
927,12800000,Adam W,9502983550.0,Lifestyle,681,United States,686900.0,11000000.0,2015,88.2,328239523.0,14.7,Comedy,37.09024,-95.712891,N.America
928,12800000,Right to Shiksha,7876740921.0,Education,2044,India,641200.0,10300000.0,2020,28.1,1366417754.0,5.36,Education,20.593684,78.96288,Asia
929,12800000,Beyoncï¿½ï¿½,14185611472.0,Music,168,United States,268700.0,4300000.0,2009,88.2,328239523.0,14.7,Music,37.09024,-95.712891,N.America
932,12700000,Franco Escamilla,4266957149.0,Lifestyle,2483,Mexico,232400.0,3700000.0,2007,40.2,126014024.0,3.42,Comedy,23.634501,-102.552784,N.America
933,12700000,Adexe & Nau,4579773883.0,Music,594,Spain,30200.0,484000.0,2013,88.9,47076781.0,13.96,Music,40.463667,-3.74922,Europe
936,12700000,Future,9927699419.0,Music,119,United States,1400.0,22700.0,2020,88.2,328239523.0,14.7,Film,37.09024,-95.712891,N.America
937,12700000,YoungBoy Never Broke Again,13174393401.0,Entertainment,142,United States,509900.0,8200000.0,2015,88.2,328239523.0,14.7,Music,37.09024,-95.712891,N.America
938,12700000,Blossom,4733873025.0,Education,812,United States,131600.0,2100000.0,2017,88.2,328239523.0,14.7,Howto,37.09024,-95.712891,N.America
940,12700000,Piuzinho,1081285962.0,Gaming & Sports,504,Brazil,10900.0,173700.0,2015,51.3,212559417.0,12.08,Games,-14.235004,-51.92528,S.America
942,12700000,Go Ami Go!,1714955279.0,Lifestyle,252,Colombia,982800.0,15700000.0,2015,55.3,50339443.0,9.71,People,4.570868,-74.297333,S.America
943,12600000,Morgz,3303595310.0,Gaming & Sports,825,United Kingdom,176500.0,2800000.0,2014,60.0,66834405.0,3.85,Entertainment,55.378051,-3.435973,Europe
944,12600000,CaseyNeistat,3152402405.0,Lifestyle,1101,United States,17900.0,285700.0,2010,88.2,328239523.0,14.7,People,37.09024,-95.712891,N.America
945,12600000,ýýýýýýýýýSULGI,3485373675.0,Lifestyle,683,South Korea,339400.0,5400000.0,2012,94.3,51709098.0,4.15,People,35.907757,127.766922,Asia
946,12600000,NickiMinajAtVEVO,8831179714.0,Music,99,United States,105100.0,1700000.0,2010,88.2,328239523.0,14.7,Music,37.09024,-95.712891,N.America
947,12600000,Ellie Goulding,6969178081.0,Music,218,United Kingdom,110000.0,1800000.0,2007,60.0,66834405.0,3.85,Music,55.378051,-3.435973,Europe
948,12500000,colinfurze,1612094871.0,Entertainment,385,United Kingdom,25400.0,407200.0,2006,60.0,66834405.0,3.85,Entertainment,55.378051,-3.435973,Europe
949,12500000,People Vs Food,1136534702.0,Entertainment,601,United States,46000.0,736300.0,2013,88.2,328239523.0,14.7,Entertainment,37.09024,-95.712891,N.America
952,12500000,Health Time,1002219689.0,Education,1810,India,4200.0,66900.0,2016,28.1,1366417754.0,5.36,People,20.593684,78.96288,Asia
953,12500000,Yair17,1402042328.0,Gaming & Sports,1109,Mexico,26600.0,425700.0,2014,40.2,126014024.0,3.42,Games,23.634501,-102.552784,N.America
954,12500000,Little Baby Bum en Espaï¿½ï,6956320454.0,Education,1459,Spain,49000.0,783300.0,2014,88.9,47076781.0,13.96,Education,40.463667,-3.74922,Europe
955,12500000,First We Feast,2983799729.0,Education,1076,United States,333800.0,5300000.0,2014,88.2,328239523.0,14.7,Entertainment,37.09024,-95.712891,N.America
956,12500000,Mï¿½ï¿½ï¿½ï¿½,3140883140.0,Lifestyle,766,Mexico,93000.0,1500000.0,2015,40.2,126014024.0,3.42,Entertainment,23.634501,-102.552784,N.America
959,12500000,Parafernalha,4625777945.0,Entertainment,1888,Brazil,21500.0,343600.0,2011,51.3,212559417.0,12.08,Entertainment,-14.235004,-51.92528,S.America
960,12500000,NDTV,4935793409.0,Entertainment,151136,India,175600.0,2800000.0,2006,28.1,1366417754.0,5.36,News,20.593684,78.96288,Asia
961,12500000,elcarteldesantatv,7489455451.0,Music,377,Mexico,347600.0,5600000.0,2008,40.2,126014024.0,3.42,Entertainment,23.634501,-102.552784,N.America
962,12500000,Family Fitness,10384848759.0,Entertainment,1699,India,707100.0,11300000.0,2017,28.1,1366417754.0,5.36,Entertainment,20.593684,78.96288,Asia
963,12500000,Zee Tamil,11552190002.0,Entertainment,102699,India,1000000.0,16800000.0,2008,28.1,1366417754.0,5.36,Entertainment,20.593684,78.96288,Asia
964,12500000,Flowers Comedy,11691081301.0,Entertainment,11907,India,540100.0,8600000.0,2015,28.1,1366417754.0,5.36,Entertainment,20.593684,78.96288,Asia
965,12500000,Mundo Bita,16690788752.0,Music,253,Brazil,641100.0,10300000.0,2011,51.3,212559417.0,12.08,Music,-14.235004,-51.92528,S.America
966,12500000,Wave Music Bhakti,5146004207.0,Music,19899,India,33200.0,531800.0,2011,28.1,1366417754.0,5.36,Music,20.593684,78.96288,Asia
968,12500000,CKM,4465772496.0,Lifestyle,117,India,39400.0,630800.0,2018,28.1,1366417754.0,5.36,Comedy,20.593684,78.96288,Asia
970,12400000,_vector_,7597013023.0,Lifestyle,398,United States,2700000.0,43400000.0,2019,88.2,328239523.0,14.7,Comedy,37.09024,-95.712891,N.America
973,12400000,LOUD,2394143260.0,Gaming & Sports,690,United States,83.0,1300.0,2006,88.2,328239523.0,14.7,Entertainment,37.09024,-95.712891,N.America
974,12400000,Gibby :),2862685032.0,Lifestyle,226,Mexico,30800.0,493300.0,2014,40.2,126014024.0,3.42,People,23.634501,-102.552784,N.America
975,12400000,Gustavo Parï¿½ï¿½,2602614088.0,Lifestyle,9,Brazil,0.0,0.0,2010,51.3,212559417.0,12.08,Comedy,-14.235004,-51.92528,S.America
976,12400000,SAAIHALILINTAR,1113066203.0,Entertainment,409,Indonesia,2400.0,38700.0,2012,36.3,270203917.0,4.69,Entertainment,-0.789275,113.921327,Asia
977,12400000,Timba Vk,2840137980.0,Gaming & Sports,1024,Spain,72100.0,1200000.0,2012,88.9,47076781.0,13.96,Games,40.463667,-3.74922,Europe
978,12400000,Heidi and Zidane HZHtube,4021409291.0,Entertainment,813,Canada,28800.0,460600.0,2015,68.9,36991981.0,5.56,Entertainment,56.130366,-106.346771,N.America
979,12400000,DaniRep | +6 Vï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,6933660906.0,Gaming & Sports,12419,Spain,247900.0,4000000.0,2012,88.9,47076781.0,13.96,Games,40.463667,-3.74922,Europe
980,12400000,Zee Kids,7683670251.0,Media,1212,India,285500.0,4600000.0,2012,28.1,1366417754.0,5.36,Entertainment,20.593684,78.96288,Asia
981,12400000,Pari's Lifestyle,7741764747.0,Lifestyle,459,India,114500.0,1800000.0,2018,28.1,1366417754.0,5.36,People,20.593684,78.96288,Asia
982,12400000,DisneyChannelUK,12607488647.0,Music,4422,United Kingdom,104300.0,1700000.0,2007,60.0,66834405.0,3.85,Entertainment,55.378051,-3.435973,Europe
983,12400000,MoniLina,16086808918.0,Lifestyle,0,United States,0.0,0.0,2016,88.2,328239523.0,14.7,People,37.09024,-95.712891,N.America
984,12400000,bharatzkitchen HINDI,2315226648.0,Education,729,India,92900.0,1500000.0,2016,28.1,1366417754.0,5.36,Howto,20.593684,78.96288,Asia
987,12400000,Avril Lavigne,6202090191.0,Music,205,United States,150600.0,2400000.0,2005,88.2,328239523.0,14.7,Music,37.09024,-95.712891,N.America
988,12400000,Caylus,4779139505.0,Education,1340,United States,532800.0,8500000.0,2016,88.2,328239523.0,14.7,Games,37.09024,-95.712891,N.America
989,12400000,Migos ATL,6993406259.0,Music,99,United States,148200.0,2400000.0,2012,88.2,328239523.0,14.7,Entertainment,37.09024,-95.712891,N.America
990,12300000,Natan por Aï¿,9029609749.0,Gaming & Sports,1200,Brazil,1700000.0,26500000.0,2017,51.3,212559417.0,12.08,Entertainment,-14.235004,-51.92528,S.America
991,12300000,Free Fire India Official,1674409945.0,Lifestyle,1500,India,194200.0,3100000.0,2018,28.1,1366417754.0,5.36,Games,20.593684,78.96288,Asia
993,12300000,RobTopGames,374123483.0,Gaming & Sports,39,Sweden,11600.0,185800.0,2012,67.0,10285453.0,6.48,Games,60.128161,18.643501,Europe
994,12300000,Make Joke Of,2129773714.0,Lifestyle,62,India,72000.0,1200000.0,2017,28.1,1366417754.0,5.36,Comedy,20.593684,78.96288,Asia
